Street_ID,Day_Night,Traffic_Count,Traffic_Density,Traffic_Speed,Ambient_Light_lux,Weather,Energy_Consumption_kWh,Power_State,Dim_Level,Latitude,Longitude,Special_Event,Holiday_Weekend,Hour,Day,Month,Cluster
6,Day,101,40.70511834,30.76308356,196.2983366,Rainy,0.0,0,25,40.71315042,-73.875386,0,1,19,25,1,2
7,Night,270,34.27488634,28.67703863,329.8447405,Rainy,0.0,0,50,40.76005464,-74.17614242,0,1,17,3,1,2
8,Day,281,17.68362674,57.25213886,36.97905347,Rainy,0.26,1,25,40.60768586,-73.78695863,0,0,5,9,1,1
9,Day,217,30.00179483,49.33018225,53.00548909,Rainy,0.0,0,100,40.75428127,-73.86436631,1,1,16,28,1,0
6,Day,178,52.56187539,41.25515199,292.9968973,Rainy,0.0,0,100,40.63257551,-73.80061894,0,1,12,3,1,2
3,Night,115,25.1404202,30.77818447,213.0355591,Rainy,0.0,0,25,40.65086097,-74.08462731,0,0,22,22,1,1
9,Day,280,10.42161046,58.22094897,114.1648602,Clear,0.69,1,100,40.72426758,-73.91446561,0,1,1,9,1,2
6,Night,297,54.15402593,49.81004963,206.2252596,Clear,0.63,1,50,40.64015103,-73.7211267,1,1,23,11,1,0
10,Day,281,18.65061279,37.68051437,84.77267082,Cloudy,0.0,0,75,40.84946448,-74.14115654,0,0,6,12,1,1
1,Night,271,42.54322294,59.77925204,143.5742014,Rainy,0.0,0,75,40.58585631,-73.74929427,0,0,15,7,1,1
8,Night,126,39.72485558,42.33796958,336.1177348,Rainy,0.69,1,25,40.66878703,-73.71931695,0,0,19,6,1,1
9,Day,251,54.83034084,29.90975008,69.01242532,Rainy,0.0,0,100,40.61493413,-73.9675848,0,0,12,30,1,1
2,Day,181,36.53286983,57.17562322,142.8917214,Clear,0.0,0,25,40.7944823,-74.05935292,0,0,14,5,1,1
10,Day,71,51.24987648,41.58443492,84.80714922,Rainy,0.3,1,100,40.86600451,-73.78857122,1,0,5,26,1,0
9,Night,233,37.47898413,49.67443573,53.14754503,Rainy,0.5,1,100,40.81161334,-73.85007933,0,1,22,4,1,2
10,Day,230,55.47375032,21.93368691,56.51825664,Rainy,0.0,0,25,40.53619369,-73.70532726,1,1,22,3,1,0
1,Day,120,45.06317587,36.06916758,163.7148248,Cloudy,0.57,1,100,40.88140418,-74.03830792,1,0,16,21,1,0
8,Day,221,54.25048424,37.16409397,156.5753763,Cloudy,0.0,0,0,40.85409949,-73.8607925,1,0,15,25,1,0
4,Night,52,46.46875002,50.58094818,20.1159948,Rainy,0.12,1,100,40.79753279,-73.82966974,0,0,2,28,1,1
9,Day,227,58.04962263,29.58839536,222.4862369,Clear,0.0,0,0,40.82605787,-73.75334739,1,1,20,2,1,0
9,Day,100,57.73426243,27.01762379,172.0860665,Cloudy,0.0,0,0,40.84580298,-73.9181808,0,0,18,16,1,1
3,Night,258,12.6490515,24.50681394,198.5104066,Clear,0.0,0,0,40.76594682,-73.90319331,1,0,23,2,1,0
9,Night,158,13.53291159,26.10503716,223.3569571,Clear,0.0,0,0,40.53128356,-73.84245564,1,1,14,23,1,0
8,Night,73,46.13345592,23.01694729,214.1658213,Clear,0.38,1,50,40.59527109,-73.81810321,0,1,10,8,1,2
1,Night,62,34.8762301,29.12509229,81.0450505,Clear,0.17,1,0,40.68013304,-73.77377586,0,1,23,21,1,2
9,Night,84,34.90381237,31.67905547,227.737879,Cloudy,0.0,0,50,40.80313399,-73.83573073,0,1,11,5,1,2
10,Night,213,20.49545675,44.06918352,92.32157528,Clear,0.0,0,0,40.64995229,-73.83169521,0,0,18,14,1,1
1,Day,176,27.43765685,31.74983727,241.8558911,Rainy,0.5,1,50,40.81888443,-73.7784319,0,1,16,24,1,2
8,Night,183,40.63117505,41.57014424,205.2341833,Clear,0.0,0,100,40.71724753,-73.80829311,0,0,15,7,1,1
1,Day,80,11.33496108,56.49448243,248.8626271,Clear,0.49,1,25,40.63024201,-74.15449496,0,1,8,23,1,2
7,Night,197,30.46338053,48.27796476,183.4980842,Rainy,0.0,0,50,40.62798907,-74.08024225,0,1,1,10,1,2
2,Night,84,51.35400129,33.89226547,178.4004332,Clear,0.0,0,75,40.51175611,-73.77574223,1,1,22,3,1,0
5,Day,78,18.50546555,51.14812919,302.9897968,Rainy,0.54,1,0,40.81790971,-73.92247023,0,0,17,10,1,1
7,Day,229,17.94575875,41.10750382,159.1985906,Rainy,0.76,1,100,40.60276438,-73.78305792,0,1,22,9,1,2
3,Day,99,18.8461579,33.98635554,303.1943603,Rainy,0.59,1,75,40.5563825,-73.89542922,1,0,10,23,1,0
9,Night,245,24.78430048,30.75025569,14.6356481,Rainy,0.38,1,100,40.6658565,-74.14033198,0,1,14,18,1,2
6,Day,51,42.89723793,29.50561262,141.3927017,Cloudy,0.0,0,50,40.56965157,-73.87374359,0,1,9,14,1,2
9,Night,67,13.77412485,40.52136795,15.3506262,Rainy,0.0,0,75,40.66193921,-73.99799936,1,1,1,11,1,0
3,Day,262,57.14421054,23.41417505,236.4193004,Rainy,0.0,0,75,40.76482224,-73.70476741,0,0,0,30,1,1
9,Night,211,58.68943775,47.45524782,255.1169735,Clear,0.63,1,0,40.58634858,-73.94041895,0,0,14,7,1,1
1,Day,194,55.05883617,39.10304643,349.5212931,Rainy,0.66,1,75,40.80898325,-74.03176115,1,0,9,11,1,0
10,Night,277,42.2128196,46.90291377,290.4162871,Clear,0.0,0,25,40.82760308,-73.75635387,0,1,7,5,1,2
2,Day,298,14.25809537,39.65106118,339.8342831,Cloudy,0.0,0,75,40.50331922,-73.81228682,0,0,10,4,1,1
6,Day,193,15.53801964,28.63696666,294.4776184,Clear,0.0,0,50,40.70848286,-74.17745929,0,1,16,13,1,2
8,Night,222,15.53023041,26.71989321,128.8727076,Cloudy,0.0,0,50,40.62903245,-73.94730036,1,1,10,26,1,0
3,Night,203,32.53851987,32.19343545,301.5284389,Clear,0.0,0,0,40.66918958,-74.10111003,0,1,8,2,1,2
2,Day,58,20.47182399,39.88297677,32.11427944,Clear,0.11,1,0,40.87302301,-73.70450028,1,0,19,11,1,0
10,Night,177,16.1633368,48.3524562,82.04694763,Clear,0.0,0,0,40.55868177,-73.79552676,0,0,19,19,1,1
7,Night,144,51.14374559,34.24874282,26.59450249,Rainy,0.17,1,0,40.79595333,-74.15178205,1,0,15,28,1,0
2,Day,126,35.75103796,30.64743975,75.79814224,Rainy,0.0,0,75,40.89775808,-74.01627882,1,0,15,21,1,0
6,Night,284,37.42029075,35.02842982,252.5937946,Rainy,0.0,0,25,40.68446792,-74.1803068,0,0,10,18,1,1
4,Night,141,55.02637707,20.31694882,191.057869,Cloudy,0.39,1,25,40.52894919,-74.18463008,0,1,10,6,1,2
3,Night,163,19.94379533,36.98307216,263.7644754,Clear,0.0,0,25,40.55045229,-73.93376775,0,1,17,30,1,2
6,Night,273,39.30613785,32.25292251,343.7645443,Cloudy,0.75,1,0,40.53126869,-74.15896454,0,0,20,1,1,1
7,Day,117,17.57094881,48.39406879,341.934751,Cloudy,0.0,0,25,40.59186832,-73.85175536,0,0,8,29,1,1
10,Day,278,16.06549102,24.05182917,93.5660219,Cloudy,0.0,0,100,40.79945673,-74.07627813,0,1,13,15,1,2
7,Day,132,11.99392877,21.20971945,203.6911973,Clear,0.0,0,25,40.89698261,-74.18232574,0,1,5,9,1,2
9,Night,299,15.94464697,44.20903911,117.2926348,Clear,0.47,1,25,40.7910483,-73.85688138,1,0,6,11,1,0
4,Night,206,27.03875782,57.76860148,76.24796273,Rainy,0.31,1,0,40.88100536,-73.72957126,0,1,4,22,1,2
3,Night,189,40.53969982,49.94917322,14.95384988,Cloudy,0.18,1,0,40.82494784,-73.90800591,1,1,19,30,1,0
4,Day,184,14.42377076,52.38264838,218.1803855,Rainy,0.0,0,25,40.69821789,-73.73145728,1,1,15,18,1,0
10,Night,230,28.03229866,23.06409254,142.6472587,Rainy,0.71,1,100,40.58321682,-73.72670632,0,0,11,11,1,1
2,Day,106,17.32048853,46.29354875,76.30739577,Clear,0.22,1,75,40.58347665,-74.02491346,0,1,12,8,1,2
3,Day,129,10.34747875,42.88465577,48.32882875,Cloudy,0.0,0,50,40.64997882,-74.14767492,1,0,14,20,1,0
4,Night,192,28.99116829,38.98186015,39.91419719,Clear,0.0,0,25,40.60155244,-73.89707196,0,0,23,23,1,1
9,Night,151,18.10753864,50.67748792,62.72232736,Rainy,0.23,1,0,40.83423701,-74.10724425,0,0,4,22,1,1
8,Day,178,11.35912192,52.44092517,59.06436499,Clear,0.26,1,25,40.89852047,-73.93590941,0,0,7,21,1,1
8,Day,111,59.08121381,54.1236663,139.3162904,Rainy,0.34,1,50,40.55683036,-73.842834,1,1,18,10,1,0
5,Night,209,32.48795651,47.50053723,48.21497847,Clear,0.0,0,75,40.72059268,-73.85640999,1,1,23,3,1,0
7,Night,252,25.7048691,52.9073523,6.726820508,Cloudy,0.0,0,100,40.66979126,-74.10053893,0,0,11,24,1,1
9,Night,227,36.11414583,35.66640718,35.20901604,Cloudy,0.0,0,0,40.63696504,-74.16580131,0,0,10,14,1,1
4,Day,153,11.59049212,35.48718848,84.16761045,Rainy,0.28,1,50,40.65248447,-74.19844641,1,0,5,22,1,0
1,Day,257,19.90063203,27.1625619,128.687251,Cloudy,0.0,0,100,40.61678221,-73.86957565,1,1,21,1,1,0
3,Day,87,40.41524795,48.93125364,191.2075724,Cloudy,0.0,0,50,40.83346916,-74.08469743,0,0,11,28,1,1
10,Day,270,34.95815542,23.2107734,339.7411662,Cloudy,0.0,0,25,40.86334559,-74.13391474,0,1,8,23,1,2
10,Night,199,45.36090529,32.57976414,43.18509591,Cloudy,0.0,0,25,40.8003598,-73.89761832,0,0,13,5,1,1
5,Night,117,25.03452218,39.08361264,80.07567264,Clear,0.25,1,0,40.79970354,-74.1410046,0,1,16,11,1,2
7,Day,153,30.77864544,59.20646028,262.8859719,Rainy,0.57,1,50,40.51506094,-73.9829736,1,0,4,10,1,0
1,Night,252,24.85521524,52.43219936,180.935104,Clear,0.0,0,100,40.66397795,-73.78459083,1,0,12,25,1,0
7,Night,254,56.46718516,37.47698893,198.0707968,Rainy,0.0,0,75,40.74895011,-74.02039336,1,1,2,21,1,0
6,Day,117,42.10758966,39.88902489,3.933833202,Rainy,0.11,1,0,40.87786057,-74.16930998,1,0,7,30,1,0
8,Night,222,24.38436274,58.97718716,77.82407093,Cloudy,0.29,1,0,40.85780159,-73.73474107,1,1,6,23,1,0
9,Night,106,21.04832316,32.17473381,185.2727354,Clear,0.36,1,75,40.57035894,-73.92944669,0,1,5,27,1,2
10,Day,236,30.49491532,33.89880766,330.582771,Rainy,0.0,0,25,40.8088592,-73.93906462,0,1,2,7,1,2
1,Day,207,39.30721851,33.63026529,93.8539579,Cloudy,0.0,0,0,40.86915131,-74.18942785,1,1,5,30,1,0
2,Day,279,12.12694574,30.08551866,136.9832596,Clear,0.44,1,25,40.7858675,-73.84814613,0,0,23,26,1,1
4,Day,157,50.99325785,25.65950885,229.3545818,Clear,0.46,1,75,40.67686159,-74.19255276,1,0,5,1,1,0
4,Day,227,48.85749445,56.90958563,202.1813433,Clear,0.0,0,25,40.84420282,-73.7009073,0,0,6,18,1,1
7,Night,198,37.25327377,59.24687704,255.1179852,Cloudy,0.56,1,25,40.68541337,-73.97278563,0,0,11,16,1,1
4,Night,187,27.42199967,53.63199708,266.8619193,Clear,0.0,0,100,40.80394713,-74.10298823,1,1,19,11,1,0
1,Night,80,10.96159802,34.69907964,119.8241679,Cloudy,0.23,1,50,40.67699983,-74.00434526,1,0,19,8,1,0
8,Day,86,31.30580647,40.55694896,303.2248451,Cloudy,0.0,0,100,40.63886877,-73.84865032,1,0,21,20,1,0
9,Day,266,59.99318587,25.27205838,40.01301079,Rainy,0.29,1,25,40.83009354,-73.88981519,0,0,11,30,1,1
6,Day,178,54.3708415,45.21673233,44.755905,Cloudy,0.0,0,100,40.80146174,-73.76742789,0,1,3,21,1,2
1,Day,177,29.99296281,40.5772402,249.6441415,Rainy,1.0,1,100,40.87527319,-73.71657961,0,0,13,26,1,1
5,Night,242,26.2949834,42.2368589,195.9125388,Rainy,0.56,1,50,40.52280498,-74.03911519,1,1,1,30,1,0
3,Day,269,20.65958178,55.28350997,313.4084119,Clear,0.0,0,50,40.8747579,-74.18066244,1,1,20,18,1,0
10,Day,191,48.86702274,31.54829126,167.4145702,Rainy,0.41,1,50,40.84700843,-73.72912024,1,1,2,17,1,0
2,Night,140,50.14027037,23.43131941,100.4048069,Cloudy,0.48,1,100,40.62086337,-73.94231737,0,0,2,28,1,1
1,Day,55,28.24131785,33.27099761,276.9107029,Rainy,0.0,0,0,40.70978859,-73.95927457,1,0,2,1,1,0
2,Day,129,26.72765037,36.07746353,339.5888287,Cloudy,0.72,1,75,40.512204,-73.77960658,0,1,13,3,1,2
9,Day,59,12.18789757,35.58880823,110.851372,Clear,0.25,1,50,40.75688051,-73.94788935,1,1,9,22,1,0
6,Night,140,38.47631413,32.31446213,338.1520998,Rainy,0.0,0,75,40.51729733,-73.84140467,1,1,1,4,1,0
8,Day,274,26.35628147,48.94705135,143.0631404,Rainy,0.49,1,25,40.72548336,-74.1320553,0,0,0,5,1,1
5,Night,86,17.20287188,44.66390533,31.84153872,Rainy,0.0,0,100,40.6477486,-73.97340998,1,1,20,10,1,0
2,Day,71,14.62045912,43.21879762,160.0782471,Cloudy,0.33,1,75,40.84451595,-73.75857832,1,1,18,17,1,0
7,Night,220,53.35215828,34.586408,222.1708761,Rainy,0.0,0,50,40.73455956,-74.16405405,0,0,13,11,1,1
2,Day,133,59.84339611,55.67404601,60.38743389,Cloudy,0.21,1,50,40.62347963,-73.78838634,1,0,2,10,1,0
9,Day,74,53.72859755,54.2554533,283.788627,Cloudy,0.89,1,100,40.71343394,-73.78462216,0,1,5,17,1,2
1,Night,198,34.09756748,20.72081695,64.03216348,Rainy,0.41,1,100,40.50777616,-73.90348656,0,0,20,24,1,1
9,Night,97,16.97311822,42.88091244,50.22782419,Clear,0.0,0,100,40.8674984,-73.87260419,1,0,0,30,1,0
2,Night,199,35.76229735,28.36206162,287.3765673,Cloudy,0.69,1,0,40.67085822,-73.75072008,0,1,8,23,1,2
9,Day,190,15.34607789,35.9385987,96.91989932,Clear,0.0,0,50,40.88797417,-73.87000229,0,0,0,10,1,1
5,Day,118,22.89098336,31.34011849,286.8223433,Cloudy,0.0,0,75,40.7511361,-73.84316243,0,0,19,9,1,1
10,Day,187,56.57347326,52.89910254,262.9172742,Rainy,0.53,1,50,40.89387158,-73.78700959,1,1,6,17,1,0
7,Day,109,30.49404032,48.47794814,344.4539044,Rainy,0.71,1,25,40.51668704,-73.90636417,0,1,16,7,1,2
5,Day,88,41.51292256,53.36653654,71.32736515,Cloudy,0.19,1,75,40.61444861,-73.90360235,1,1,7,10,1,0
9,Day,271,34.93812973,37.24517906,230.5925199,Clear,0.59,1,75,40.6230852,-73.82398666,0,0,6,8,1,1
6,Night,245,43.46363985,23.87355936,232.8289464,Cloudy,0.9,1,100,40.64981762,-74.03294109,1,0,0,1,1,0
8,Night,179,33.83003553,22.84276013,320.9853597,Rainy,0.72,1,50,40.83593241,-73.99198636,0,0,19,27,1,1
9,Day,213,24.62502708,21.60365291,140.5984302,Clear,0.44,1,50,40.66568582,-73.92380931,0,0,1,29,1,1
8,Day,236,55.66303127,24.51740906,147.7346773,Cloudy,0.0,0,75,40.82533868,-74.14071911,1,0,5,19,1,0
5,Night,56,44.52454281,47.12372747,51.37199259,Rainy,0.0,0,0,40.80174042,-74.13389339,0,0,5,26,1,1
3,Night,252,31.70752783,28.91939534,151.3920247,Cloudy,0.0,0,50,40.88894169,-73.80739675,0,1,9,30,1,2
4,Night,283,54.85981139,27.50091283,166.5522545,Clear,0.88,1,100,40.73710846,-73.76931776,0,0,15,16,1,1
8,Night,257,46.59346491,23.48437498,282.6168527,Clear,0.7,1,75,40.79599992,-73.78599243,0,0,2,17,1,1
2,Night,295,44.28972188,22.2478558,278.9123057,Clear,0.0,0,0,40.62434694,-73.75979339,0,1,11,30,1,2
2,Night,147,29.17414658,46.3174852,7.87848831,Cloudy,0.0,0,75,40.80928065,-73.8326203,0,0,2,1,1,1
2,Night,282,15.85724516,37.50332499,157.6245789,Rainy,0.0,0,100,40.71992707,-73.91332376,1,0,9,4,1,0
3,Day,220,47.85284139,24.78120926,70.3545441,Clear,0.0,0,100,40.84733795,-73.71720829,1,1,6,14,1,0
3,Day,65,11.98761443,25.38839982,6.942132313,Rainy,0.07,1,0,40.87916651,-73.89336069,0,1,22,21,1,2
3,Day,142,21.35955089,34.66526421,226.7877309,Cloudy,0.43,1,50,40.70625279,-73.89558982,0,1,4,2,1,2
8,Night,240,34.71457486,29.17807728,9.915719945,Clear,0.0,0,100,40.72745335,-74.07483664,1,0,13,24,1,0
6,Day,197,55.60889574,31.79803064,174.8668484,Clear,0.0,0,100,40.60854339,-74.13802582,0,0,13,19,1,1
10,Day,265,32.32114972,49.84458796,26.67301042,Cloudy,0.0,0,0,40.77423455,-73.83841378,1,1,19,24,1,0
1,Night,285,10.4022234,33.32731172,254.128706,Cloudy,0.0,0,25,40.71768708,-73.92336542,0,1,11,26,1,2
3,Day,115,46.74651273,28.21389886,158.4324259,Rainy,0.33,1,0,40.89489359,-73.94012414,1,0,13,29,1,0
8,Night,297,49.09206135,51.92318554,291.5672993,Clear,0.7,1,25,40.61076666,-74.11496773,0,1,1,17,1,2
3,Day,209,20.99378401,51.12927281,190.9206077,Clear,0.52,1,75,40.54486927,-73.97546891,0,0,2,3,1,1
5,Night,98,57.5878362,56.3104713,100.756876,Clear,0.25,1,50,40.78027006,-73.84928076,0,1,22,13,1,2
2,Night,187,18.6717922,49.80996779,116.7033949,Rainy,0.33,1,25,40.63959773,-73.88137853,1,0,15,5,1,0
5,Day,138,10.67913911,47.18737066,144.6243772,Cloudy,0.0,0,25,40.56555598,-73.99712763,0,0,21,4,1,1
2,Night,156,15.89396267,34.93567934,165.042225,Rainy,0.43,1,25,40.64342583,-73.87653876,1,0,2,16,1,0
4,Night,77,56.1516541,24.87632674,28.98304419,Cloudy,0.11,1,25,40.53356414,-73.95032608,1,1,17,13,1,0
4,Day,64,21.25240415,33.41709456,167.4349867,Rainy,0.5,1,100,40.54915526,-73.97586805,1,0,17,1,1,0
1,Day,228,12.52969941,44.54205614,323.6593379,Clear,0.67,1,0,40.61283003,-74.1451266,1,0,4,29,1,0
5,Night,153,30.79354195,53.84274534,218.6765512,Clear,0.44,1,75,40.64560212,-73.83884309,1,1,4,1,1,0
3,Night,94,41.42421616,59.99326974,322.1987492,Clear,0.0,0,100,40.59869204,-74.13964579,1,1,9,2,1,0
9,Night,118,44.43051391,44.26237774,174.9904812,Cloudy,0.0,0,25,40.56823349,-74.04872667,1,0,0,22,1,0
1,Day,278,55.65477996,57.02251566,318.7656969,Rainy,0.71,1,25,40.60226727,-73.79559889,0,1,0,4,1,2
4,Day,200,44.87567871,21.21772044,349.4377951,Cloudy,0.71,1,75,40.8393663,-73.86624262,1,1,10,13,1,0
1,Day,205,48.89361748,35.98891883,224.3642402,Cloudy,0.0,0,75,40.65269885,-74.04661185,0,0,10,9,1,1
4,Day,63,48.85707481,26.89637283,86.32105545,Cloudy,0.21,1,25,40.58658364,-73.84451356,1,1,6,29,1,0
6,Night,188,13.41373715,46.80082991,141.660259,Rainy,0.57,1,100,40.847676,-73.72863604,1,1,18,5,1,0
7,Night,157,44.90377061,54.8284374,81.07675378,Cloudy,0.0,0,0,40.68167365,-73.74124668,1,1,21,29,1,0
3,Day,62,49.52928977,39.70015573,123.959337,Rainy,0.0,0,100,40.53572344,-73.82049077,0,0,11,4,1,1
7,Night,212,36.74242419,52.2284863,219.0739201,Rainy,0.0,0,50,40.83144831,-74.15801785,0,0,15,13,1,1
8,Night,160,31.06155659,59.04523473,142.9510042,Rainy,0.0,0,25,40.58404905,-73.93605065,0,0,17,29,1,1
6,Day,88,36.91658844,31.51477279,294.0242556,Clear,0.59,1,0,40.62615167,-73.80975677,1,1,21,18,1,0
10,Night,267,18.63029233,25.93667042,129.8451949,Rainy,0.0,0,75,40.72731168,-74.13229831,1,0,16,21,1,0
4,Night,144,28.88594134,48.85143662,241.497008,Clear,0.0,0,75,40.80042299,-74.00852422,1,0,16,20,1,0
7,Day,183,39.65053594,57.17214805,65.31480704,Clear,0.0,0,50,40.54597484,-73.96776067,1,0,17,9,1,0
3,Night,245,42.01374248,36.99847392,190.2478168,Cloudy,0.47,1,75,40.61599347,-73.81219921,0,1,6,16,1,2
1,Day,108,30.51724036,23.99992374,211.8159868,Rainy,0.0,0,0,40.54033891,-73.98249138,1,0,1,15,1,0
10,Night,247,34.04858757,45.2372177,273.8668463,Clear,0.0,0,25,40.51139297,-74.11521797,1,0,12,1,1,0
